"id_study","country","year","fu","follow_up_of","with_refreshers","according_to_natmed","according_to_bmi_whtr_htn","notes"
"KOR_1998_NASKCA","South Korea",1998,,,,,,
"KOR_1999_conscript","South Korea",1999,,,,,,
"KOR_2000_conscript","South Korea",2000,,,,,,
"KOR_2001_1410063","South Korea",2001,,,,,,
"KOR_2001_KNHANES","South Korea",2001,"nonFU",,,,"nonFU",
"KOR_2001_conscript","South Korea",2001,,,,,,
"KOR_2002_conscript","South Korea",2002,,,,,,
"KOR_2003_KNHI","South Korea",2003,,,,,,
"KOR_2003_conscript","South Korea",2003,,,,,,
"KOR_2004_conscript","South Korea",2004,,,,,,
"KOR_2005_KNHANES","South Korea",2005,"nonFU",,,,"nonFU",
"KOR_2005_KNHI","South Korea",2005,,,,,,
"KOR_2005_NASKCA","South Korea",2005,,,,,,
"KOR_2005_conscript","South Korea",2005,,,,,,
"KOR_2006_conscript","South Korea",2006,,,,,,
"KOR_2007_KNHANES","South Korea",2007,"nonFU",,,,"nonFU",
"KOR_2007_KNHI","South Korea",2007,,,,,,
"KOR_2007_conscript","South Korea",2007,,,,,,
"KOR_2008_KNHANES","South Korea",2008,"nonFU",,,,"nonFU",
"KOR_2008_conscript","South Korea",2008,,,,,,
"KOR_2009_KNHANES","South Korea",2009,"nonFU",,,,"nonFU",
"KOR_2009_KNHI","South Korea",2009,,,,,,
"KOR_2009_KNSHES","South Korea",2009,,,,,,
"KOR_2009_conscript","South Korea",2009,,,,,,
"KOR_2010_JSHS","South Korea",2010,,,,,,
"KOR_2010_KNHANES","South Korea",2010,"nonFU",,,,"nonFU",
"KOR_2010_KNSHES","South Korea",2010,,,,,,
"KOR_2010_conscript","South Korea",2010,,,,,,
"KOR_2011_KNHANES","South Korea",2011,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2011_KNHI","South Korea",2011,,,,,,
"KOR_2011_KNSHES","South Korea",2011,,,,,,
"KOR_2011_conscript","South Korea",2011,,,,,,
"KOR_2012_KNHANES","South Korea",2012,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2012_KNSHES","South Korea",2012,,,,,,
"KOR_2012_conscript","South Korea",2012,,,,,,
"KOR_2013_KNHANES","South Korea",2013,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2013_KNHI","South Korea",2013,,,,,,
"KOR_2013_KNSHES","South Korea",2013,,,,,,
"KOR_2013_PSKC","South Korea",2013,,,,,,
"KOR_2013_conscript","South Korea",2013,,,,,,
"KOR_2014_KNHANES","South Korea",2014,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2014_KNSHES","South Korea",2014,,,,,,
"KOR_2014_PSKC","South Korea",2014,,,,,,
"KOR_2014_conscript","South Korea",2014,,,,,,
"KOR_2015_KNHANES","South Korea",2015,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2015_KNHI","South Korea",2015,,,,,,
"KOR_2015_KNSHES","South Korea",2015,,,,,,
"KOR_2015_PSKC","South Korea",2015,,,,,,
"KOR_2015_conscript","South Korea",2015,,,,,,
"KOR_2016_KNHANES","South Korea",2016,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2016_KNSHES","South Korea",2016,,,,,,
"KOR_2016_PSKC","South Korea",2016,,,,,,
"KOR_2016_conscript","South Korea",2016,,,,,,
"KOR_2017_KNHANES","South Korea",2017,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2017_KNHI","South Korea",2017,,,,,,
"KOR_2017_PSKC","South Korea",2017,,,,,,
"KOR_2017_conscript","South Korea",2017,,,,,,
"KOR_2018_KNHANES","South Korea",2018,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2018_PSKC","South Korea",2018,,,,,,
"KOR_2019_KNHANES","South Korea",2019,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2019_KNHI","South Korea",2019,,,,,,
"KOR_2019_PSKC","South Korea",2019,,,,,,
"KOR_2020_KNHANES","South Korea",2020,"nonFU",,"nonFU","nonFU","nonFU",
"KOR_2020_PSKC","South Korea",2020,,,,,,
"KOR_2021_KNHANES","South Korea",2021,"nonFU",,,,"nonFU",
"KOR_2021_PSKC","South Korea",2021,,,,,,
"KOR_2022_KNHANES","South Korea",2022,,"No",,,,
"KOR_2023_KNHANES","South Korea",2023,,"No",,,,
"KWT_1981_15414098","Kuwait",1981,,,,,,
"KWT_1994_15414098","Kuwait",1994,,,,,,
"KWT_1996_NIDDMK","Kuwait",1996,,,,,,
"KWT_1998_ COZINC","Kuwait",1998,,,,,,
"KWT_2001_KNSS","Kuwait",2001,,,,,,
"KWT_2001_KNSSsch","Kuwait",2001,,,,,,
"KWT_2002_KNSS","Kuwait",2002,,,,,,
"KWT_2002_KNSSsch","Kuwait",2002,,,,,,
"KWT_2003_KNSS","Kuwait",2003,,,,,,
"KWT_2003_KNSSsch","Kuwait",2003,,,,,,
"KWT_2004_KNSS","Kuwait",2004,,,,,,
"KWT_2004_KNSSsch","Kuwait",2004,,,,,,
"KWT_2005_KNSS","Kuwait",2005,,,,,,
"KWT_2005_KNSSsch","Kuwait",2005,,,,,,
"KWT_2006_KNSS","Kuwait",2006,,,,,,
"KWT_2006_KNSSsch","Kuwait",2006,,,,,,
"KWT_2006_STEPS","Kuwait",2006,"nonFU",,,,"nonFU",
"KWT_2007_KNSS","Kuwait",2007,,,,,,
"KWT_2007_KNSSsch","Kuwait",2007,,,,,,
"KWT_2008_KNSS","Kuwait",2008,,,,,,
"KWT_2008_KNSSsch","Kuwait",2008,,,,,,
"KWT_2009_KNSS","Kuwait",2009,,,,,,
"KWT_2009_KNSSsch","Kuwait",2009,,,,,,
"KWT_2009_NNSSK","Kuwait",2009,"nonFU",,"nonFU","nonFU",,
"KWT_2009_WHS","Kuwait",2009,"nonFU",,,,"nonFU",
"KWT_2011_GSHS","Kuwait",2011,,,,,,
"KWT_2013_KDEP","Kuwait",2013,"nonFU",,"nonFU","nonFU","nonFU",
"KWT_2014_STEPS","Kuwait",2014,"nonFU",,"nonFU","nonFU","nonFU",
"KWT_2015_GSHS","Kuwait",2015,,,,,,
"LAO_2006_MICS3","Lao PDR",2006,,,,,,
"LAO_2008_STEPS","Lao PDR",2008,"nonFU",,,,"nonFU",
"LAO_2013_STEPS","Lao PDR",2013,"nonFU",,,,"nonFU",
"LBN_1997_PHS","Lebanon",1997,"nonFU",,,,"nonFU",
"LBN_2009_STEPS","Lebanon",2009,"nonFU",,,,"nonFU",
"LBN_2017_STEPS","Lebanon",2017,"nonFU",,,,"nonFU",
"LBN_2023_STEPS","Lebanon",2023,,"No",,,,
"LBR_2007_DHS","Liberia",2007,,,,,,
"LBR_2010_CFSNS","Liberia",2010,,,,,,
"LBR_2011_STEPS","Liberia",2011,"nonFU",,,,"nonFU",
"LBR_2013_DHS","Liberia",2013,,,,,,
"LBR_2019_DHS","Liberia",2019,,,,,,
"LBR_2022_STEPS","Liberia",2022,"nonFU",,,,"nonFU",
"LBY_1999_15434115","Libya",1999,,,,,,
"LBY_2007_GSHS","Libya",2007,,,,,,
"LBY_2009_STEPS","Libya",2009,"nonFU",,,,"nonFU",
"LBY_2023_STEPS","Libya",2023,,"No",,,,
"LCA_1981_6984027","Saint Lucia",1981,,,,,,
"LCA_1993_7662003","Saint Lucia",1993,,,,,,
"LCA_2012_STEPS","Saint Lucia",2012,"nonFU",,,,"nonFU",
"LCA_2020_STEPS","Saint Lucia",2020,"nonFU",,,,"nonFU",
"LKA_2003_5144069","Sri Lanka",2003,,,,,,
"LKA_2003_5144070","Sri Lanka",2003,,,,,,
"LKA_2003_5144071","Sri Lanka",2003,,,,,,
"LKA_2003_5144072","Sri Lanka",2003,,,,,,
"LKA_2006_SLDCS","Sri Lanka",2006,"nonFU",,,,"nonFU",
"LKA_2006_STEPS","Sri Lanka",2006,"nonFU",,,,"nonFU",
"LKA_2007_DHS","Sri Lanka",2007,,,,,,
"LKA_2014_STEPS","Sri Lanka",2014,"nonFU",,,,"nonFU",
"LKA_2016_DHS","Sri Lanka",2016,,,,,,
"LKA_2016_GSHS","Sri Lanka",2016,,,,,,
"LKA_2019_SLHAS","Sri Lanka",2019,,"No",,,,
"LKA_2021_STEPS","Sri Lanka",2021,"nonFU",,,,"nonFU",
"LKA_2022_NNS","Sri Lanka",2022,,,,,,
"LSO_1993_NSIVA","Lesotho",1993,,,,,,
"LSO_2005_DHS","Lesotho",2005,,,,,,
"LSO_2010_DHS","Lesotho",2010,,,,,,
"LSO_2012_STEPS","Lesotho",2012,"nonFU",,,,"nonFU",
"LSO_2014_DHS","Lesotho",2014,,,,,,
"LSO_2024_DHS","Lesotho",2024,,,,,,
"LTU_1984_MONICA-KAUa","Lithuania",1984,,,,,,
"LTU_1987_CINDI","Lithuania",1987,,,,,,
"LTU_1987_MONICA-KAUa","Lithuania",1987,,,,,,
"LTU_1992_MONICA-KAUa","Lithuania",1992,,,,,,
"LTU_1993_CINDI","Lithuania",1993,,,,,,
"LTU_1997_9440012","Lithuania",1997,,,,,,
"LTU_1999_CINDI","Lithuania",1999,,,,,,
"LTU_2002_MONICA4","Lithuania",2002,"nonFU",,,,"nonFU",
"LTU_2002_citPomerleau","Lithuania",2002,,,,,,
"LTU_2007_CINDI","Lithuania",2007,,,,,,
"LTU_2007_HAPIEE","Lithuania",2007,"nonFU",,,,"nonFU",
"LTU_2008_COSI1","Lithuania",2008,,,,,,
"LTU_2010_COSI2","Lithuania",2010,,,,,,
"LTU_2011_LCAS","Lithuania",2011,,,,,,
"LTU_2013_COSI3","Lithuania",2013,,,,,,
"LTU_2013_LCAS","Lithuania",2013,,,,,,
"LTU_2016_COSI4","Lithuania",2016,,,,,,
"LTU_2019_COSI5","Lithuania",2019,,,,,,
"LTU_2022_KAUNAS2","Lithuania",2022,,,,,,
"LTU_2023_COSI6","Lithuania",2023,,,,,,
"LTU_2024_MONICA5","Lithuania",2024,,"No",,,,
"LUX_2008_ORISCAV","Luxembourg",2008,,,,,,
"LUX_2014_EHES","Luxembourg",2014,"nonFU",,,,"nonFU",
"LUX_2017_ORISCAV","Luxembourg",2017,"nonFU",,,,"nonFU",
"LUX_2023_COSI6","Luxembourg",2023,,,,,,
"LVA_1997_Healthsurvey","Latvia",1997,,,,,,
"LVA_2008_COSI1","Latvia",2008,,,,,,
"LVA_2009_CRFS","Latvia",2009,,,,,,
"LVA_2010_COSI2","Latvia",2010,,,,,,
"LVA_2012_COSI3","Latvia",2012,,,,,,
"LVA_2016_COSI4","Latvia",2016,,,,,,
"LVA_2019_COSI5","Latvia",2019,,,,,,
"LVA_2021_PreSchool","Latvia",2021,,,,,,
"LVA_2023_COSI6","Latvia",2023,,,,,,
"MAR_1992_DHS","Morocco",1992,,,,,,
"MAR_2000_NS","Morocco",2000,,,,,,
"MAR_2004_DHS","Morocco",2004,,,,,,
"MAR_2017_STEPS","Morocco",2017,"nonFU",,,,"nonFU",
"MAR_2020_NNS","Morocco",2020,,,,,,
"MAR_2023_GSHS","Morocco",2023,,,,,,
"MDA_2005_DHS","Moldova",2005,,,,,,
"MDA_2013_COSI3","Moldova",2013,,,,,,
"MDA_2013_STEPS","Moldova",2013,"nonFU",,,,"nonFU",
"MDA_2021_STEPS","Moldova",2021,"nonFU",,,,"nonFU",
"MDA_2022_COSI6","Moldova",2022,,,,,,
"MDG_1997_19450001","Madagascar",1997,,,,,,
"MDG_1997_DHS","Madagascar",1997,,,,,,
"MDG_2004_DHS","Madagascar",2004,,,,,,
"MDG_2005_STEPS","Madagascar",2005,"nonFU",,,,"nonFU",
"MDG_2009_DHS","Madagascar",2009,,,,,,
"MDG_2021_DHS","Madagascar",2021,,,,,,
"MDV_2001_MICS","Maldives",2001,,,,,,
"MDV_2004_STEPS","Maldives",2004,,,,,,
"MDV_2009_DHS","Maldives",2009,,,,,,
"MDV_2009_GSHS","Maldives",2009,,,,,,
"MDV_2011_STEPS","Maldives",2011,"nonFU",,,,"nonFU",
"MDV_2014_GSHS","Maldives",2014,,,,,,
"MDV_2017_DHS","Maldives",2017,,,,,,
"MDV_2021_STEPS","Maldives",2021,"nonFU",,,,"nonFU",
"MEX_1989_ENN","Mexico",1989,,,,,,
"MEX_1993_ENEC","Mexico",1993,,,,,,
"MEX_1996_12484004","Mexico",1996,,,,,,
"MEX_1999_ENN","Mexico",1999,,,,,,
"MEX_1999_NSSC","Mexico",1999,,,,,,
"MEX_2000_ENSA","Mexico",2000,,,,,,
"MEX_2000_SABE","Mexico",2000,"nonFU",,,,"nonFU",
"MEX_2001_12484018","Mexico",2001,,,,,,
"MEX_2001_MHAS","Mexico",2001,"nonFU",,,,"nonFU",
"MEX_2002_ENNViH","Mexico",2002,,,,,,
"MEX_2003_MHAS","Mexico",2003,,,,,,
"MEX_2005_CARMELA","Mexico",2005,,,,,,
"MEX_2005_ENNViH","Mexico",2005,"nonFU",,,,"nonFU",
"MEX_2006_ENSANUT","Mexico",2006,"nonFU",,,,"nonFU",
"MEX_2006_PREVENIMSS","Mexico",2006,"nonFU",,,,"nonFU",
"MEX_2010_PREVENIMSS","Mexico",2010,,,,,,
"MEX_2010_SAGE","Mexico",2010,"nonFU",,,,"nonFU",
"MEX_2011_ENNViH","Mexico",2011,"nonFU",,,,"nonFU",
"MEX_2012_ENSANUT","Mexico",2012,"nonFU",,,,"nonFU",
"MEX_2012_MHAS","Mexico",2012,,,,,,
"MEX_2014_SAGE","Mexico",2014,"FU_w_refreshers","Yes","Yes",,"FU_w_refreshers",
"MEX_2016_ENSANUT","Mexico",2016,"nonFU",,"nonFU","nonFU","nonFU",
"MEX_2016_MEXCOG","Mexico",2016,"FU","No","No",,"FU",
"MEX_2019_ENSANUT","Mexico",2019,"nonFU",,"nonFU","nonFU","nonFU",
"MEX_2020_ENSANUT","Mexico",2020,,,,,,
"MEX_2021_ENSANUT","Mexico",2021,"nonFU",,"nonFU","nonFU","nonFU",
"MEX_2022_ENSANUT","Mexico",2022,"nonFU",,,,"nonFU",
"MHL_2002_STEPS","Marshall Islands",2002,"nonFU",,,,"nonFU",
"MHL_2018_STEPS","Marshall Islands",2018,,,,,,
"MHL_2020_RHSS","Marshall Islands",2020,,,,,,
"MHL_2022_RHSS","Marshall Islands",2022,,,,,,
"MKD_1999_MICS","North Macedonia",1999,,,,,,
"MKD_2009_citIPH","North Macedonia",2009,,,,,,
"MKD_2010_COSI2","North Macedonia",2010,,,,,,
"MKD_2011_NNS","North Macedonia",2011,,,,,,
"MKD_2013_COSI3","North Macedonia",2013,,,,,,
"MKD_2016_COSI4","North Macedonia",2016,,,,,,
"MKD_2019_COSI5","North Macedonia",2019,,,,,,
"MKD_2022_COSI6","North Macedonia",2022,,,,,,
"MLI_1996_DHS","Mali",1996,,,,,,
"MLI_1997_PIDEB","Mali",1997,,,,,,
"MLI_1999_BIS","Mali",1999,,,,,,
"MLI_2001_DHS","Mali",2001,,,,,,
"MLI_2006_DHS","Mali",2006,,,,,,
"MLI_2007_STEPS","Mali",2007,"nonFU",,,,"nonFU",
"MLI_2013_DHS","Mali",2013,,,,,,
"MLI_2013_SNACK","Mali",2013,,,,,,
"MLI_2013_STEPS","Mali",2013,"nonFU",,,,"nonFU",
"MLI_2015_SMART","Mali",2015,,,,,,
"MLI_2018_DHS","Mali",2018,,,,,,
"MLI_2019_SMART","Mali",2019,,,,,,
"MLI_2020_SMART","Mali",2020,,,,,,
"MLI_2021_SMART","Mali",2021,,,,,,
"MLT_1984_MONICA-MLTa","Malta",1984,,,,,,
"MLT_1986_INTERSALT","Malta",1986,,,,,,
"MLT_2008_COSI1","Malta",2008,,,,,,
"MLT_2010_COSI2","Malta",2010,,,,,,
"MLT_2013_COSI3","Malta",2013,,,,,,
"MLT_2015_SAHHTEK","Malta",2015,"nonFU",,,,"nonFU",
"MLT_2016_COSI4","Malta",2016,,,,,,
"MLT_2019_COSI5","Malta",2019,,,,,,
"MLT_2022_COSI6","Malta",2022,,,,,,
"MMR_2004_STEPS","Myanmar",2004,"nonFU",,,,"nonFU",
"MMR_2009_STEPS","Myanmar",2009,"nonFU",,,,"nonFU",
"MMR_2011_Salin","Myanmar",2011,,,,,,
"MMR_2014_STEPS","Myanmar",2014,"nonFU",,,,"nonFU",
"MMR_2014_STEPSYangon","Myanmar",2014,"nonFU",,,,"nonFU",
"MMR_2016_DHS","Myanmar",2016,,,,,,
"MMR_2024_STEPS","Myanmar",2024,,"No",,,,
"MNE_1978_recruit","Montenegro",1978,,,,,,
"MNE_1979_recruit","Montenegro",1979,,,,,,
"MNE_1980_recruit","Montenegro",1980,,,,,,
"MNE_1981_recruit","Montenegro",1981,,,,,,
"MNE_1982_recruit","Montenegro",1982,,,,,,
"MNE_1983_recruit","Montenegro",1983,,,,,,
"MNE_1984_recruit","Montenegro",1984,,,,,,
"MNE_1985_recruit","Montenegro",1985,,,,,,
"MNE_1986_recruit","Montenegro",1986,,,,,,
"MNE_1987_recruit","Montenegro",1987,,,,,,
"MNE_1988_recruit","Montenegro",1988,,,,,,
"MNE_2016_COSI4","Montenegro",2016,,,,,,
"MNE_2016_citPOPOVIC","Montenegro",2016,,,,,,
"MNE_2019_COSI5","Montenegro",2019,,,,,,
"MNE_2019_bodycomposition","Montenegro",2019,,,,,,
"MNE_2019_initiative_11-12yo","Montenegro",2019,,,,,,
"MNE_2019_initiative_5-6yo","Montenegro",2019,,,,,,
"MNE_2019_initiative_6-9yo","Montenegro",2019,,,,,,
"MNE_2021_initiative_9-10yo","Montenegro",2021,,,,,,
"MNE_2022_Bjelica.bp","Montenegro",2022,,,,,,
"MNE_2022_Bjelica.hn","Montenegro",2022,,,,,,
"MNE_2022_Bjelica.nik","Montenegro",2022,,,,,,
"MNE_2022_Bjelica.pod","Montenegro",2022,,,,,,
"MNE_2022_COSI6","Montenegro",2022,,,,,,
"MNE_2022_Elementary","Montenegro",2022,,,,,,
"MNE_2024_Elementary","Montenegro",2024,,,,,,
"MNG_1999_NNS","Mongolia",1999,,,,,,
"MNG_2004_ NNS","Mongolia",2004,,,,,,
"MNG_2005_STEPS","Mongolia",2005,"nonFU",,,,"nonFU",
"MNG_2009_STEPS","Mongolia",2009,"nonFU",,,,"nonFU",
"MNG_2010_NNSadol","Mongolia",2010,,,,,,
"MNG_2010_NNSadults","Mongolia",2010,,,,,,
"MNG_2012_Shocks","Mongolia",2012,,,,,,
"MNG_2013_GSHS","Mongolia",2013,,,,,,
"MNG_2013_STEPS","Mongolia",2013,"nonFU",,,,"nonFU",
"MNG_2013_Shocks","Mongolia",2013,,,,,,
"MNG_2014_Shocks","Mongolia",2014,,,,,,
"MNG_2016_NNS","Mongolia",2016,,,,,,
"MNG_2016_NNSchild","Mongolia",2016,,,,,,
"MNG_2019_STEPS","Mongolia",2019,"nonFU",,,,"nonFU",
"MOZ_1997_DHS","Mozambique",1997,,,,,,
"MOZ_2000_GAM","Mozambique",2000,,,,,,
"MOZ_2003_DHS","Mozambique",2003,,,,,,
"MOZ_2005_STEPS","Mozambique",2005,"nonFU",,,,"nonFU",
"MOZ_2010_ZANE","Mozambique",2010,,,,,,
"MOZ_2011_DHS","Mozambique",2011,,,,,,
"MOZ_2015_STEPS","Mozambique",2015,"nonFU",,,,"nonFU",
"MOZ_2018_ISCOLE-mozrural","Mozambique",2018,,,,,,
"MOZ_2018_ISCOLE-mozurban","Mozambique",2018,,,,,,
"MOZ_2022_DHS","Mozambique",2022,,,,,,
"MOZ_2024_STEPS","Mozambique",2024,,"No",,,,
"MRT_2001_DHS","Mauritania",2001,,,,,,
"MRT_2006_STEPS","Mauritania",2006,"nonFU",,,,"nonFU",
"MRT_2011_SMART","Mauritania",2011,,,,,,
"MRT_2020_DHS","Mauritania",2020,,,,,,
"MUS_1987_MNCS","Mauritius",1987,,,,,,
"MUS_1992_MNCS","Mauritius",1992,"nonFU",,,,"nonFU",
"MUS_1992_Rodrigues","Mauritius",1992,"nonFU",,,,"nonFU",
"MUS_1998_MNCS","Mauritius",1998,"nonFU",,,,"nonFU",
"MUS_1999_Rodrigues","Mauritius",1999,"nonFU",,,,"nonFU",
"MUS_2009_MNCS","Mauritius",2009,"nonFU",,,,"nonFU",
"MUS_2011_GSHS","Mauritius",2011,,,,,,
"MUS_2011_GSHS2","Mauritius",2011,,,,,,
"MUS_2015_MNCS","Mauritius",2015,"nonFU",,"nonFU","nonFU","nonFU",
"MUS_2015_MNCS98FUP","Mauritius",2015,"nonFU",,"nonFU","nonFU",,
"MUS_2017_GSHS","Mauritius",2017,,,,,,
"MUS_2019_GSHS","Mauritius",2019,,,,,,
"MWI_1992_DHS","Malawi",1992,,,,,,
"MWI_1996_19454013","Malawi",1996,,,,,,
"MWI_2000_DHS","Malawi",2000,,,,,,
"MWI_2004_DHS","Malawi",2004,,,,,,
"MWI_2009_MNS","Malawi",2009,,,,,,
"MWI_2009_STEPS","Malawi",2009,"nonFU",,,,"nonFU",
"MWI_2010_DHS","Malawi",2010,,,,,,
"MWI_2015_NCDSrural","Malawi",2015,"nonFU",,,,"nonFU",
"MWI_2015_NCDSurban","Malawi",2015,"nonFU",,,,"nonFU",
"MWI_2016_DHS","Malawi",2016,,,,,,
"MWI_2017_STEPS","Malawi",2017,"nonFU",,,,"nonFU",
"MWI_2020_SMART","Malawi",2020,,,,,,
"MYS_1996_NHMS","Malaysia",1996,,,,,,
"MYS_2003_MANS","Malaysia",2003,,,,,,
"MYS_2004_citRampal","Malaysia",2004,"nonFU",,,,"nonFU",
"MYS_2005_STEPS","Malaysia",2005,,,,,,
"MYS_2006_NHMS","Malaysia",2006,"nonFU",,,,"nonFU",
"MYS_2008_IDD","Malaysia",2008,,,,,,
"MYS_2008_MSSMrural","Malaysia",2008,"nonFU",,"nonFU","nonFU","nonFU",
"MYS_2008_MSSMurban","Malaysia",2008,"nonFU",,"nonFU","nonFU","nonFU",
"MYS_2011_NHMS","Malaysia",2011,"nonFU",,,,"nonFU",
"MYS_2011_SEANUTS","Malaysia",2011,,,,,,
"MYS_2012_MSHS","Malaysia",2012,,,,,,
"MYS_2013_Petaling","Malaysia",2013,,,,,,
"MYS_2014_Batang","Malaysia",2014,,,,,,
"MYS_2014_MANS","Malaysia",2014,"nonFU",,,,"nonFU",
"MYS_2015_NHMS","Malaysia",2015,"nonFU",,,,"nonFU",
"MYS_2019_NHMS","Malaysia",2019,"nonFU",,,,"nonFU",
"MYS_2019_Seremban","Malaysia",2019,,,,,,
"NAM_1992_DHS","Namibia",1992,,,,,,
"NAM_2005_STEPS","Namibia",2005,"nonFU",,,,"nonFU",
"NAM_2007_DHS","Namibia",2007,,,,,,
"NAM_2009_OS","Namibia",2009,"nonFU",,,,"nonFU",
"NAM_2013_DHS","Namibia",2013,,,,,,
"NER_1992_DHS","Niger",1992,,,,,,
"NER_1998_DHS","Niger",1998,,,,,,
"NER_2006_DHS","Niger",2006,,,,,,
"NER_2007_STEPS","Niger",2007,"nonFU",,,,"nonFU",
"NER_2012_DHS","Niger",2012,,,,,,
"NER_2021_STEPS","Niger",2021,"nonFU",,,,"nonFU",
"NGA_1990_NCDNS_rural","Nigeria",1990,,,,,,
"NGA_1990_NCDNS_urban","Nigeria",1990,,,,,,
"NGA_1993_21566001","Nigeria",1993,,,,,,
"NGA_1999_DHS","Nigeria",1999,,,,,,
"NGA_2003_DHS","Nigeria",2003,,,,,,
"NGA_2005_citUkoli","Nigeria",2005,"nonFU",,,,"nonFU",
"NGA_2006_ClusteringNNigeria","Nigeria",2006,,,,,,
"NGA_2006_citSENBANJO","Nigeria",2006,,,,,,
"NGA_2007_ISA","Nigeria",2007,"nonFU",,,,"nonFU",
"NGA_2007_SoutheastNigeria","Nigeria",2007,"nonFU",,,,"nonFU",
"NGA_2008_DHS","Nigeria",2008,,,,,,
"NGA_2008_ISA","Nigeria",2008,"FU","No","No",,"FU",
"NGA_2009_ISA","Nigeria",2009,"FU","No","No",,"FU",
"NGA_2009_KCS","Nigeria",2009,"nonFU",,,,"nonFU",
"NGA_2010_AnthroCalabar","Nigeria",2010,"nonFU",,,,"nonFU",
"NGA_2010_Nnewiobesity","Nigeria",2010,,,,,,
"NGA_2011_KCS","Nigeria",2011,"nonFU",,,,"nonFU",
"NGA_2011_builtenviro","Nigeria",2011,,,,,,
"NGA_2012_Neighbourhoodwalkability","Nigeria",2012,,,,,,
"NGA_2013_DHS","Nigeria",2013,,,,,,
"NGA_2013_KCS","Nigeria",2013,"nonFU",,,,"nonFU",
"NGA_2017_ARISEIb","Nigeria",2017,,,,,,
"NGA_2018_REMAH","Nigeria",2018,"nonFU",,,,"nonFU",
"NGA_2018_citOchimana","Nigeria",2018,"nonFU",,,,"nonFU",
"NIC_1998_DHS","Nicaragua",1998,,,,,,
"NIC_2001_DHS","Nicaragua",2001,,,,,,
"NIC_2004_CAMDI","Nicaragua",2004,"nonFU",,,,"nonFU",
"NIC_2004_SIVIN","Nicaragua",2004,,,,,,
"NIC_2007_ENDESA","Nicaragua",2007,,,,,,
"NIC_2012_ENDESA","Nicaragua",2012,,,,,,
"NIU_2010_GSHS","Niue",2010,,,,,,
"NIU_2011_STEPS","Niue",2011,"nonFU",,,,"nonFU",
"NIU_2019_GSHS","Niue",2019,,,,,,
"NLD_1985_INTERSALT","Netherlands",1985,,,,,,
"NLD_1985_ZES","Netherlands",1985,,,,,,
"NLD_1989_DCS","Netherlands",1989,,,,,,
"NLD_1990_ZES","Netherlands",1990,,,,,,
"NLD_1991_RSI","Netherlands",1991,,,,,,
"NLD_1993_LASA","Netherlands",1993,"nonFU",,,,"nonFU",
"NLD_1994_RSI","Netherlands",1994,,,,,,
"NLD_1995_EPICbilthoven","Netherlands",1995,"nonFU",,,,"nonFU",
"NLD_1995_EPICutrecht","Netherlands",1995,"nonFU",,,,"nonFU",
"NLD_1996_LASA","Netherlands",1996,,,,,,
"NLD_1998_RSI","Netherlands",1998,,,,,,
"NLD_1999_LASA","Netherlands",1999,,,,,,
"NLD_2000_Regenboog","Netherlands",2000,"nonFU",,,,"nonFU",
"NLD_2001_RSII","Netherlands",2001,,,,,,
"NLD_2002_LASA","Netherlands",2002,,,,,,
"NLD_2002_SUNSET","Netherlands",2002,"nonFU",,,,"nonFU",
"NLD_2003_LASA","Netherlands",2003,"nonFU",,,,"nonFU",
"NLD_2003_RSI","Netherlands",2003,,,,,,
"NLD_2005_DCS","Netherlands",2005,"nonFU",,,,"nonFU",
"NLD_2005_PIAMA","Netherlands",2005,,,,,,
"NLD_2005_RSII","Netherlands",2005,,,,,,
"NLD_2006_LASA","Netherlands",2006,"FU","No","No",,"FU",
"NLD_2007_RSIII","Netherlands",2007,,,,,,
"NLD_2009_LASA","Netherlands",2009,"FU","No","No",,"FU",
"NLD_2009_PIAMA","Netherlands",2009,,,,,,
"NLD_2010_ABCD","Netherlands",2010,,,,,,
"NLD_2010_ENERGY","Netherlands",2010,,,,,,
"NLD_2010_NLM","Netherlands",2010,,,,,,
"NLD_2010_RSI","Netherlands",2010,,,,,,
"NLD_2011_RSII","Netherlands",2011,,,,,,
"NLD_2012_GECKO","Netherlands",2012,,,,,,
"NLD_2012_LASA","Netherlands",2012,"FU","No","No",,"FU",
"NLD_2013_HELIUS","Netherlands",2013,,,,,,
"NLD_2013_LASA","Netherlands",2013,"nonFU",,,,"nonFU",
"NLD_2013_PIAMA","Netherlands",2013,,,,,,
"NLD_2013_RSIII","Netherlands",2013,,,,,,
"NLD_2014_ABCD","Netherlands",2014,,,,,,
"NLD_2016_LASA","Netherlands",2016,"FU","No","No",,"FU",
"NLD_2017_GECKO","Netherlands",2017,,,,,,
"NLD_2019_LASA","Netherlands",2019,,,,,,
"NOR_1980_Tromso","Norway",1980,,,,,,
"NOR_1985_HUNT","Norway",1985,,,,,,
"NOR_1987_Tromso","Norway",1987,,,,,,
"NOR_1993_HUSKbc2527","Norway",1993,,,,,,
